,Class of Orbit,Country of Operator/Owner,Operator/Owner,Users,Purpose,Perigee (km),Apogee (km),Eccentricity,Inclination (degrees),Period (minutes),Launch Mass (kg.),Year of Launch,Expected Lifetime (yrs.),Contractor,Country of Contractor,Launch Site,Launch Vehicle
139,LEO,Switzerland,Astrocast,Commercial,Communications,512.0,535.0,0.00167,97.5,95.1,4.0,2021,5.4,Astrocast,Swizerland,Cape Canaveral,Falcon 9
140,LEO,Switzerland,Astrocast,Commercial,Communications,511.0,536.0,0.00181,97.5,95.0,4.0,2021,5.4,Astrocast,Switzerland,Cape Canaveral,Falcon 9
141,LEO,Switzerland,Astrocast,Commercial,Communications,511.0,536.0,0.00181,97.5,95.0,4.0,2021,5.4,Astrocast,Switzerland,Cape Canaveral,Falcon 9
142,LEO,Switzerland,Astrocast,Commercial,Communications,513.0,536.0,0.00167,97.5,95.1,4.0,2021,5.4,Astrocast,Switzerland,Cape Canaveral,Falcon 9
143,LEO,Switzerland,Astrocast,Commercial,Communications,513.0,535.0,0.0016,97.5,95.0,4.0,2021,5.4,Astrocast,Switzerland,Cape Canaveral,Falcon 9
144,LEO,India,Telemetry Tracking and Command Network (ISTRAC) Centre,Government,Space Science,632.0,649.0,0.00121,5.99,97.54,230.0,2015,5.0,Indian Space Research Organization (ISRO),India,Satish Dhawan Space Centre,PSLV C-30
145,GEO,USA,"DirecTV, Inc.",Commercial,Communications,35653.0,36757.0,0.013,0.02,1436.07,6350.0,2019,15.0,Airbus Defense and Space,France,Guiana Space Center,Ariane 5
146,LEO,USA,PointView Tech,Commercial,Communications,516.0,524.0,0.000581,97.4,94.5,138.0,2020,5.4,Maxar Technologies,USA,Guiana Space Center,Vega
147,GEO,France/Italy,Centre National d'Etudes Spatiales (CNES)/Agenzia Spaziale Italiana (ASI),Government/Military,Communications,35784.0,35788.0,4.74e-05,0.05,1436.06,3080.0,2014,15.0,Thales Alenia Space,France,Guiana Space Center,Ariane 5 ECA
148,LEO,Singapore,Microspace Rapid Pvt Ltd.,Commercial,Technology Development,532.0,550.0,0.0013,14.98,95.46,6.0,2015,5.4,Microspace Rapid Pvt Ltd.,Singapore,Satish Dhawan Space Centre,PSLV-C29
149,GEO,Azerbaijan,Azercosmos,Government,Communications,35778.0,35794.0,0.00019,0.04,1436.08,3250.0,2013,15.0,Orbital Sciences Corp.,USA,Guiana Space Center,Ariane 5 ECA
150,GEO,Azerbaijan,Azercosmos,Government,Communications,35750.0,35750.0,0.0,0.02,1436.1,3500.0,2018,15.0,Space Systems/Loral,USA,Guiana Space Center,Ariane 5 ECA
151,GEO,Multinational,Arab Satellite Communications Org. (ASCO),Government,Communications,35780.0,35791.0,0.00013,0.07,1436.06,3304.0,2006,15.0,EADS Astrium,France/UK/Germany/Spain,Baikonur Cosmodrome,Proton M
152,GEO,Multinational,Arab Satellite Communications Org. (ASCO),Government,Communications,35834.0,35883.0,0.00058,0.06,1439.76,5420.0,2010,15.0,EADS Astrium,France/UK/Germany/Spain,Baikonur Cosmodrome,Proton
153,GEO,Multinational,Arab Satellite Communications Org. (ASCO),Government,Communications,35605.0,35623.0,0.000214,0.03,1427.27,4940.0,2010,15.0,EADS Astrium,France/UK/Germany/Spain,Guiana Space Center,Ariane 5 ECA
154,GEO,Multinational,Arab Satellite Communications Org. (ASCO),Government,Communications,35768.0,35805.0,0.000439,0.05,1436.1,3400.0,2008,15.0,EADS Astrium,France/UK/Germany/Spain,Guiana Space Center,Ariane 5 ECA
155,GEO,Multinational,Arab Satellite Communications Org. (ASCO),Government,Communications,35768.0,35817.0,0.000581,0.1,1436.0,5500.0,2015,15.0,Airbus Defense and Space,France/UK/Germany/Spain,Guiana Space Center,Ariane 5
156,GEO,Bangladesh,Bangladesh Telecommunication Regulatory Commission (BTRC),Government,Communications,35778.0,35793.0,0.000178,0.0,1436.06,3500.0,2018,15.0,Thales Alenia Space,France/Belgium/Spain/Italy,Cape Canaveral,Falcon 9
157,LEO,China,Tianyi Research Institute,Civil,Unknown,472.0,502.0,0.00219,97.4,95.0,20.0,2021,5.4,Unknown,China,Jiuquan Satellite Launch Center,Ceres 1
158,LEO,Russia,Ministry of Defense,Military,Earth Observation,570.0,586.0,0.00115,97.7,96.1,4000.0,2015,5.0,Progress Rocket and Space Center,Russia,Plesetsk Cosmodrome,Soyuz-2.1b
159,LEO,Russia,Ministry of Defense,Military,Earth Observation,549.0,594.0,0.00324,97.62,96.1,4000.0,2016,5.0,Progress Rocket and Space Center,Russia,Plesetsk Cosmodrome,Soyuz-2.1a
160,LEO,Russia,Ministry of Defense,Military,Earth Observation,337.0,556.0,0.0161,97.7,94.6,3700.0,2022,5.0,Progress Rocket and Space Center,Russia,Plesetsk Cosmodrome,Soyuz-2.1a
161,LEO,Russia,Ministry of Defense,Military,Earth Observation,501.0,514.0,0.000945,97.6,94.6,3700.0,2023,5.0,Progress Rocket and Space Center,Russia,Plesetsk Cosmodrome,Soyuz-2.1a
162,LEO,USA,Space Development Agency,Military,Technology Demonstration,938.0,951.0,0.000889,81.0,104.0,300.0,2023,5.4,Leidos,USA,Vandenberg AFB,Falcon 9
163,LEO,USA,Space Development Agency,Military,Technology Demonstration,939.0,950.0,0.000752,81.0,104.0,300.0,2023,5.4,Leidos,USA,Vandenberg AFB,Falcon 9
164,LEO,Czech Republic,Central European Institute of Technology,Government,Technology Demonstration,497.0,509.0,0.000873,97.4,97.0,1.0,2022,5.4,Central European Institute of Technology,Czech Republic,Cape Canaveral,Falcon 9
165,LEO,Czech Republic,Central European Institute of Technology,Civil,Communications,515.0,537.0,0.0016,97.5,95.1,2.0,2023,5.4,Central European Institute of Technology/,Czech Republic,Cape Canaveral,Falcon 9
166,LEO,Germany,Technical University Berlin,Civil,Technology Demonstration,535.0,558.0,0.00166,97.6,95.5,1.0,2021,5.4,Technical University Berlin,Germany,Baikonur Cosmodrome,Soyuz-2.1a
167,LEO,Germany,Technical University Berlin,Civil,Technology Demonstration,535.0,562.0,0.00195,97.6,95.5,1.0,2021,5.4,Technical University Berlin,Germany,Baikonur Cosmodrome,Soyuz-2.1a
168,LEO,Germany,Technical University Berlin,Civil,Technology Demonstration,535.0,562.0,0.00195,97.6,95.5,1.0,2021,5.4,Technical University Berlin,Germany,Baikonur Cosmodrome,Soyuz-2.1a
169,LEO,Germany,Technical University Berlin,Civil,Technology Demonstration,535.0,556.0,0.00152,97.6,95.5,1.0,2021,5.4,Technical University Berlin,Germany,Baikonur Cosmodrome,Soyuz-2.1a
170,LEO,Germany,Technical University Berlin,Civil,Technology Development,514.0,546.0,0.00232,97.5,95.2,1.0,2019,5.4,Technical University Berlin,Germany,Vostochny Cosmodrome,Soyuz-2.1b
171,MEO,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,21460.0,21595.0,0.00242,55.16,773.19,2200.0,2012,8.0,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3B
172,MEO,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,21452.0,21603.0,0.00271,55.1,773.21,2200.0,2012,8.0,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3B
173,MEO,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,21477.0,21574.0,0.00174,55.0,773.1,3800.0,2012,8.0,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3B
174,GEO,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,35775.0,35799.0,0.000285,1.84,1436.11,3800.0,2012,8.0,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3C
175,GEO,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,35676.0,35890.0,0.00254,54.97,1435.92,4200.0,2016,8.0,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3A
176,GEO,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,35776.0,35794.0,0.000213,1.84,1436.1,3800.0,2016,8.0,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3C
177,GEO,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,35796.0,36781.0,0.0115,54.9,1461.81,4200.0,2015,8.0,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3C
178,GEO,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,35606.0,35953.0,0.00412,55.0,1435.73,4200.0,2015,8.0,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3B
179,MEO,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,21520.0,21549.0,0.00052,55.0,773.2,800.0,2015,8.0,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3B
180,MEO,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,21521.0,21550.0,0.00052,55.0,773.3,800.0,2015,8.0,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3B
181,MEO,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,21506.0,21549.0,0.000771,55.0,773.2,800.0,2017,8.0,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3B
182,MEO,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,21509.0,21561.0,0.000932,55.0,773.2,800.0,2019,8.0,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3B
183,MEO,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,21515.0,21554.0,0.000699,55.0,773.2,800.0,2019,8.0,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3B
184,MEO,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,21541.0,22549.0,0.0177,55.0,773.2,800.0,2017,8.0,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3B
185,MEO,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,21514.0,21541.0,0.000484,55.0,773.2,800.0,2018,8.0,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3B
186,MEO,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,21516.0,21539.0,0.000412,55.0,773.2,800.0,2018,8.0,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3B
187,MEO,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,21508.0,21547.0,0.000699,55.0,773.2,800.0,2018,8.0,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3B
188,MEO,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,21504.0,21551.0,0.000842,55.0,773.2,800.0,2018,8.0,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3B
189,MEO,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,21521.0,21533.0,0.000215,55.0,773.2,800.0,2018,8.0,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3B
190,MEO,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,21542.0,22191.0,0.0115,55.0,773.2,800.0,2018,8.0,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3B
191,GEO,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,35691.0,35876.0,0.00219,55.0,1436.1,800.0,2018,8.0,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3A
192,MEO,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,21509.0,21545.0,0.000645,55.0,773.2,800.0,2018,8.0,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3B
193,MEO,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,21516.0,21538.0,0.000394,55.0,773.2,800.0,2018,8.0,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3B
194,MEO,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,21514.0,21540.0,0.000466,55.0,773.2,800.0,2018,8.0,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3B
195,MEO,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,21518.0,21537.0,0.000341,55.0,773.2,800.0,2018,8.0,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3B
196,MEO,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,21533.0,22193.0,0.0117,55.0,787.1,800.0,2018,8.0,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3B
197,MEO,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,21513.0,21541.0,0.000502,55.0,773.1,800.0,2018,8.0,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3B
198,MEO,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,21541.0,22195.0,0.0116,55.0,787.4,800.0,2018,8.0,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3B
199,MEO,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,21537.0,22195.0,0.0117,55.0,787.4,800.0,2018,8.0,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3B
200,GEO,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,35776.0,35795.0,0.000225,3.0,1436.06,800.0,2018,8.0,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3B
201,MEO,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,21523.0,22194.0,0.0119,55.0,787.1,800.0,2018,8.0,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3B
202,MEO,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,21531.0,22194.0,0.0117,55.0,787.1,800.0,2018,8.0,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3B
203,GEO,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,35711.0,35847.0,0.00161,55.0,1435.7,800.0,2019,8.0,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3B
204,GEO,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,35773.0,35799.0,0.000308,1.81,1436.06,800.0,2019,8.0,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3C
205,GEO,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,35739.0,35838.0,0.00117,55.05,1436.2,800.0,2019,8.0,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3B
206,GEO,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,35681.0,35896.0,0.00255,58.2,1436.2,4200.0,2019,8.0,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3B
207,MEO,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,21542.0,22194.0,0.0115,54.9,787.4,800.0,2019,8.0,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3B
208,MEO,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,21537.0,22192.0,0.0116,54.9,787.2,800.0,2019,8.0,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3B
209,MEO,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,21369.0,21561.0,0.00345,55.02,770.6,800.0,2019,8.0,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3B
210,MEO,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,21530.0,22108.0,0.0103,55.02,785.35,800.0,2019,8.0,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3B
211,GEO,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,35764.0,35809.0,0.000534,3.09,1436.1,800.0,2020,8.0,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3B
212,GEO,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,35776.0,35797.0,0.000249,3.08,1436.08,2200.0,2020,8.0,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3B
213,GEO,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,35764.0,35809.0,0.000534,1.43,1436.1,6000.0,2010,8.0,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3C
214,GEO,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,35776.0,35799.0,0.000273,1.87,1436.15,2300.0,2012,8.0,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3A
215,GEO,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,35670.0,35893.0,0.00265,55.09,1435.82,4200.0,2010,8.0,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3A
216,GEO,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,35717.0,35817.0,0.00119,55.23,1436.12,4200.0,2010,8.0,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3A
217,GEO,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,35693.0,37872.0,0.0252,96.4,1435.93,4200.0,2011,5.4,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3A
218,GEO,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,35708.0,35879.0,0.00203,55.2,1435.1,4200.0,2011,8.0,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3A
219,GEO,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,35708.0,35864.0,0.00185,55.16,1436.08,4200.0,2011,8.0,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3A
221,LEO,China,Beijing Landview Mapping Information Technology Co. Ltd (BLMIT),Commercial,Earth Observation,681.0,703.0,0.00156,97.9,98.6,166.0,2005,7.0,Tsinghua University/University of Surrey,China/UK,Plesetsk Cosmodrome,Kosmos 3M
222,LEO,China,"Changsha Tianyi space science and Technology Research Institute Co., Ltd. (Spacety)",Commercial,Earth Observation,479.0,494.0,0.00109,97.4,95.1,50.0,2023,5.4,Changsha Tianyi,China,Taiyuan Launch Center,Long March 2D
223,GEO,Belarus,Belintersat,Government,Communications,35779.0,35792.0,0.000154,0.46,1436.06,5223.0,2016,15.0,China Academy of Space Technology/Thales Alenia Space,China/France,Xichang Satellite Launch Center,Long March 3B
224,LEO,Germany,Institute of Space Sensor Technology and Planetary Exploration,Government/Civil,Earth Observation/Technology Development,500.0,521.0,0.00153,97.9,94.8,92.0,2001,1.5,Deutsches Zentrum für Luft- und Raumfahrt,Germany,Satish Dhawan Space Centre,PSLV C3
225,LEO,Norway,Norwegian Defence Research Establishment (FFI)/,Military,Earth Observation,516.0,536.0,0.00145,97.5,95.4,10.0,2023,5.4,"Norwegian Defence Research Establishment (FFI)/Netherlands NLR, TNO)",Norway/Netherlands,Cape Canaveral,Falcon 9
226,LEO,Germany,German Aerospace Center (DLR),Government,Earth Observation,500.0,517.0,0.00124,97.5,94.7,130.0,2016,5.4,German Aerospace Center (DLR),Germany,Satish Dhawan Space Centre,PSLV XL
227,LEO,USA,Salish Kootenai College,Civil,Earth Observation/Technology Development,497.0,801.0,0.0217,64.78,97.7,1.0,2015,5.4,Salish Kootenai College,USA,Cape Canaveral,Atlas 5
228,LEO,Belarus,National Academy of Sciences,Government,Earth Observation,503.0,507.0,0.000291,97.5,94.7,400.0,2012,5.0,NPO VNIIEM,Russia,Baikonur Cosmodrome,Soyuz-Fregat
229,LEO,USA,BlackSky Global,Commercial,Earth Observation,484.0,500.0,0.00117,97.5,94.7,56.0,2018,5.4,Spaceflight Industries,USA,Satish Dhawan Space Centre,PSLV
230,LEO,USA,BlackSky Global,Commercial,Earth Observation,428.0,439.0,0.000808,42.0,93.0,55.0,2021,5.4,LeoStella,USA,Rocket Lab Launch Complex 1,Electron
231,LEO,USA,BlackSky Global,Commercial,Earth Observation,426.0,438.0,0.000882,42.0,93.0,55.0,2021,5.4,LeoStella,USA,Rocket Lab Launch Complex 1,Electron
232,LEO,USA,BlackSky Global,Commercial,Earth Observation,430.0,439.0,0.000661,42.0,93.0,55.0,2021,5.4,LeoStella,USA,Rocket Lab Launch Complex 1,Electron
233,LEO,USA,BlackSky Global,Commercial,Earth Observation,433.0,440.0,0.000514,42.0,93.0,55.0,2021,5.4,LeoStella,USA,Rocket Lab Launch Complex 1,Electron
234,LEO,USA,BlackSky Global,Commercial,Earth Observation,428.0,440.0,0.000882,53.0,95.0,55.0,2022,5.4,LeoStella,USA,Rocket Lab Launch Complex 1,Electron
235,LEO,USA,BlackSky Global,Commercial,Earth Observation,449.0,457.0,0.000586,42.01,95.0,55.0,2023,5.4,LeoStella,USA,Rocket Lab Launch Complex 1,Electron
236,LEO,USA,BlackSky Global,Commercial,Earth Observation,577.0,591.0,0.00101,97.7,96.3,55.0,2018,5.4,Spaceflight Industries,USA,Vandenberg AFB,Falcon 9
