#Launch_Tag,Launch_Date,Piece,Type,Name,PLName,JCAT,LV_Type,Flight_ID,Platform,Launch_Site,Launch_Pad,Ascent_Site,Ascent_Pad,Agency,Launch_Code,LTCite,price_per_kg,max_mass
1961 KAP,1961 Mar 25 1517:04,1961 KAP,P   D,Explorer 10,NASA P-14,S00098,Thor Delta,295/D004,-,CC,LC17A,-,-,GSFC,OS,TR-1022,NA,NA
1961-F02,1961 Mar 30 2034:43,1961-F02,P   F,Discoverer 22,CORONA C'-4,F00145,Thor Agena B,300/1105,-,V,75-3-4,-,-,AFBMD,OF,VCR,NA,NA
1961-F02,1961 Mar 30 2034:43,1961-F02,PX-RF--,SRV 509,SRV,F00147,Thor Agena B,300/1105,-,V,75-3-4,-,-,AFBMD,OF,VCR,NA,NA
1961-F02,1961 Mar 30 2034:43,1961-F02,PXA F,SOCTOP 5,AFTRACK 5 (SOCTOP),F01462,Thor Agena B,300/1105,-,V,75-3-4,-,-,AFBMD,OF,VCR,NA,NA
1961 LAM,1961 Apr  8 1921:08,1961 LAM 1,P A,Discoverer 23,ARGON 2,S00100,Thor Agena B,307/1106,-,V,75-3-5,-,-,AFSSD,OS,VCR,NA,NA
1961 LAM,1961 Apr  8 1921:08,1961 LAM 2,PX-R---,SRV 521,SRV,S00102,Thor Agena B,307/1106,-,V,75-3-5,-,-,AFSSD,OS,VCR,NA,NA
1961 LAM,1961 Apr  8 1921:08,1961 LAM 1,PXA,TOD-9,Transit-On-Discoverer,A00092,Thor Agena B,307/1106,-,V,75-3-5,-,-,AFSSD,OS,VCR,NA,NA
1961 MU,1961 Apr 12 0607:00,1961 MU 1,PH H,Vostok,Vostok-3A No. 3,S00103,Vostok,E103-16,-,NIIP-5,LC1,-,-,RVSN,OS,Energiya,8600,4717
1961-F03,1961 Apr 25 1615,1961-F03,PP HF,Mercury MA-3,Mercury SC8,F00149,Atlas D,100D,-,CC,LC14,-,-,AFSSD,OF,KHR-1,NA,NA
1961 NU,1961 Apr 27 1416:38,1961 NU 1,P A,Explorer 11,NASA S-15,S00107,Juno II,AM-19E,-,CC,LC26B,-,-,MSFC,OS,MTP-LOD-OIR-61-13.1,NA,NA
1961-F04,1961 May 24 1948:05,1961-F04,P   F,NASA S-45A,NASA S-45A,F00152,Juno II,AM-19G,-,CC,LC26B,-,-,MSFC,OF,ABMA,NA,NA
1961-F05,1961 Jun  8 2116,1961-F05,P   F,Discoverer 24,ARGON 3,F00154,Thor Agena B,302/1108,-,V,75-3-4,-,-,AFSSD,OF,VCR,NA,NA
1961-F05,1961 Jun  8 2116,1961-F05,PX-RF--,SRV 541,SRV,F00156,Thor Agena B,302/1108,-,V,75-3-4,-,-,AFSSD,OF,VCR,NA,NA
1961 XI,1961 Jun 16 2302:52,1961 XI 1,P A,Discoverer 25,CORONA C'-5,S00108,Thor Agena B,303/1107,-,V,75-1-1,-,-,AFSSD,OS,VCR,NA,NA
1961 XI,1961 Jun 16 2302:52,1961 XI 1,PXA,GRD Package,Module 101?,A00097,Thor Agena B,303/1107,-,V,75-1-1,-,-,AFSSD,OS,VCR,NA,NA
1961 XI,1961 Jun 16 2302:52,1961 XI,PX-RT--,SRV 510,SRV,A00099,Thor Agena B,303/1107,-,V,75-1-1,-,-,AFSSD,OS,VCR,NA,NA
1961 XI,1961 Jun 16 2302:52,1961 XI 1,PXAS,SOCTOP 6,AFTRACK 6 (SOCTOP),A08352,Thor Agena B,303/1107,-,V,75-1-1,-,-,AFSSD,OS,VCR,NA,NA
1961 XI,1961 Jun 16 2302:52,1961 XI 1,PXAS,TAKI,AFTRACK 7 (TAKI),A08353,Thor Agena B,303/1107,-,V,75-1-1,-,-,AFSSD,OS,VCR,NA,NA
1961 OMI,1961 Jun 29 0423,1961 OMI 1,P,Transit IV-A,Transit 4A,S00116,Thor Ablestar,315/AB008,-,CC,LC17B,-,-,AFSSD,OS,NROC-HIST,NA,NA
1961 OMI,1961 Jun 29 0423,1961 OMI 2,P,Injun I,Injun 1,S00117,Thor Ablestar,315/AB008,-,CC,LC17B,-,-,AFSSD,OS,NROC-HIST,NA,NA
1961 OMI,1961 Jun 29 0423,1961 OMI 2,PXA,GREB,GRAB SV3,A00100,Thor Ablestar,315/AB008,-,CC,LC17B,-,-,AFSSD,OS,NROC-HIST,NA,NA
1961-F06,1961 Jun 30 1709,1961-F06,P   F,NASA S-55,NASA S-55,F00158,Scout,ST-5,-,WI,LA3,-,-,LARCN,OF,Gatland1,118500,122
1961 PI,1961 Jul  7 2329:48,1961 PI,P A,Discoverer 26,CORONA C'-6,S00160,Thor Agena B,308/1109,-,V,75-3-5,-,-,AFSSD,OS,HSRP-104,NA,NA
1961 PI,1961 Jul  7 2329:48,1961 PI,PXA,GRD Package/HSRP-2,Module 102?,A00104,Thor Agena B,308/1109,-,V,75-3-5,-,-,AFSSD,OS,HSRP-104,NA,NA
1961 PI,1961 Jul  7 2329:48,1961 PI,PX-RT--,SRV 511,SRV,A00106,Thor Agena B,308/1109,-,V,75-3-5,-,-,AFSSD,OS,HSRP-104,NA,NA
1961 PI,1961 Jul  7 2329:48,1961 PI,PXAS,SOCTOP 7,AFTRACK 8 (SOCTOP),A08354,Thor Agena B,308/1109,-,V,75-3-5,-,-,AFSSD,OS,HSRP-104,NA,NA
1961 PI,1961 Jul  7 2329:48,1961 PI,PXAS,WILD BILL,AFTRACK 9 (WILD BILL),A08355,Thor Agena B,308/1109,-,V,75-3-5,-,-,AFSSD,OS,HSRP-104,NA,NA
1961 RHO,1961 Jul 12 1025:06,1961 RHO 1,P,Tiros 3,NASA A-3,S00162,Thor Delta,286/D005,-,CC,LC17A,-,-,GSFC,OS,TR-1022,NA,NA
1961 SIG,1961 Jul 12 1511:46,1961 SIG 1,P A,Midas 3,Midas ETS-II F1,S00163,Atlas Agena,97D/1201,-,PA,LC1-2,-,-,AFSSD,OS,WS117L-571,NA,NA
1961 SIG,1961 Jul 12 1511:46,1961 SIG 1,PXA,HEPDEX 1,Lockheed Package,A00108,Atlas Agena,97D/1201,-,PA,LC1-2,-,-,AFSSD,OS,WS117L-571,NA,NA
1961-F07,1961 Jul 21 2235:00,1961-F07,P   F,Discoverer 27,ARGON 4,F00160,Thor Agena B,322/1110,-,V,75-3-4,-,-,AFSSD,OF,VCR,NA,NA
1961-F07,1961 Jul 21 2235:00,1961-F07,PX-RF--,SRV 524,SRV,F00162,Thor Agena B,322/1110,-,V,75-3-4,-,-,AFSSD,OF,VCR,NA,NA
1961-F08,1961 Aug  4 0001,1961-F08,P   F,Discoverer 28,CORONA C'-7,F00164,Thor Agena B,309/1111,-,V,75-1-1,-,-,AFSSD,OF,VCR,NA,NA
1961-F08,1961 Aug  4 0001,1961-F08,PX-RF--,SRV 512,SRV,F00166,Thor Agena B,309/1111,-,V,75-1-1,-,-,AFSSD,OF,VCR,NA,NA
1961-F08,1961 Aug  4 0001,1961-F08,PXA F,SOCTOP 8,AFTRACK 10 (SOCTOP),F01463,Thor Agena B,309/1111,-,V,75-1-1,-,-,AFSSD,OF,VCR,NA,NA
1961-F08,1961 Aug  4 0001,1961-F08,PXA F,TAKI,AFTRACK 11 (TAKI),F01464,Thor Agena B,309/1111,-,V,75-1-1,-,-,AFSSD,OF,VCR,NA,NA
1961 TAU,1961 Aug  6 0600,1961 TAU 1,PH H,Vostok-2,Vostok-3A No. 4,S00168,Vostok,E103-17,-,NIIP-5,LC1,-,-,RVSN,OS,VSA074,8600,4717
1961 UPS,1961 Aug 16 0321:05,1961 UPS,P,Explorer 12,NASA S-3,S00170,Thor Delta,312/D006,-,CC,LC17A,-,-,GSFC,OS,TR-1022,NA,NA
1961 PHI,1961 Aug 23 1004:10,1961 PHI 1,P,Ranger 1,NASA P-32,S00173,Atlas Agena,111D/6001 (AA1),-,CC,LC12,-,-,MSFC/AFSSD,OF40,CR-88008,NA,NA
1961 CHI,1961 Aug 25 1829:44,1961 CHI,P A,Explorer 13,NASA S-55A,S00180,Scout,ST-6,-,WI,LA3,-,-,LARCN,OS,TN-D-2468,118500,122
1961 PSI,1961 Aug 30 2000,1961 PSI,P A,Discoverer 29,CORONA C'''-1,S00181,Thor Agena B,323/1112,-,V,75-3-4,-,-,AFSSD,OS,VCR,NA,NA
1961 PSI,1961 Aug 30 2000,1961 PSI,PXA,GRD Package,Module 103?,A00117,Thor Agena B,323/1112,-,V,75-3-4,-,-,AFSSD,OS,VCR,NA,NA
1961 PSI,1961 Aug 30 2000,1961 PSI,PXA,Vela Hotel Package 1,Vela Hotel A1,A00118,Thor Agena B,323/1112,-,V,75-3-4,-,-,AFSSD,OS,VCR,NA,NA
1961 PSI,1961 Aug 30 2000,1961 PSI,PX-RT--,SRV 554,SRV,A00120,Thor Agena B,323/1112,-,V,75-3-4,-,-,AFSSD,OS,VCR,NA,NA
1961 PSI,1961 Aug 30 2000,1961 PSI,PXAS,TEXAS PINT,AFTRACK 12 (TEXAS PINT),A08356,Thor Agena B,323/1112,-,V,75-3-4,-,-,AFSSD,OS,VCR,NA,NA
1961-F09,1961 Sep  9 1928:27,1961-F09,P   F,Samos 3,SAMOS E-2 No. 1,F00168,Atlas Agena,106D/2120,-,PA,LC1-1,-,-,AFSSD,OF,WS117L-571,NA,NA
1961 OME,1961 Sep 12 1959,1961 OME 1,P A,Discoverer 30,CORONA C'''-2,S00182,Thor Agena B,310/1113,-,V,75-3-5,-,-,AFSSD,OS,VCR,NA,NA
1961 OME,1961 Sep 12 1959,1961 OME 1,PXA,GRD Package,Horizon Sensor Experiment,A00122,Thor Agena B,310/1113,-,V,75-3-5,-,-,AFSSD,OS,VCR,NA,NA
1961 OME,1961 Sep 12 1959,1961 OME,PX-RT--,SRV 551,SRV,A00128,Thor Agena B,310/1113,-,V,75-3-5,-,-,AFSSD,OS,VCR,NA,NA
1961 OME,1961 Sep 12 1959,1961 OME 1,PXAS,TOPSOC 1,AFTRACK 13 (TOPSOC),A08357,Thor Agena B,310/1113,-,V,75-3-5,-,-,AFSSD,OS,VCR,NA,NA
1961 A ALP,1961 Sep 13 1404,1961 A ALP 1,PP-H,Mercury MA-4,Mercury SC8A,S00183,Atlas D,88D,-,CC,LC14,-,-,AFSSD/STGL,OS,KHR-1,NA,NA
1961 A BET,1961 Sep 17 2100,1961 A BET,P A,Discoverer 31,CORONA C'''-3,S00186,Thor Agena B,324/1114,-,V,75-1-1,-,-,AFSSD,OS,VCR,NA,NA
1961 A BET,1961 Sep 17 2100,1961 A BET,PXA,GRD Package,Module 105?,A00130,Thor Agena B,324/1114,-,V,75-1-1,-,-,AFSSD,OS,VCR,NA,NA
1961 A BET,1961 Sep 17 2100,1961 A BET,PXA,Vela Hotel Package 2,Vela Hotel A2,A00131,Thor Agena B,324/1114,-,V,75-1-1,-,-,AFSSD,OS,VCR,NA,NA
1961 A BET,1961 Sep 17 2100,1961 A BET,PXFR---,SRV 552,SRV,A00133,Thor Agena B,324/1114,-,V,75-1-1,-,-,AFSSD,OS,VCR,NA,NA
1961 A BET,1961 Sep 17 2100,1961 A BET,PXAS,TOPSOC 2,AFTRACK 14 (TOPSOC),A08358,Thor Agena B,324/1114,-,V,75-1-1,-,-,AFSSD,OS,VCR,NA,NA
1961 A GAM,1961 Oct 13 1922,1961 A GAM 1,P A,Discoverer 32,CORONA C'''-4,S00189,Thor Agena B,328/1115,-,V,75-3-4,-,-,AFSSD,OS,VCR,NA,NA
1961 A GAM,1961 Oct 13 1922,1961 A GAM 1,PXA,Research Payload Kit No. 3B,Module 106?,A00135,Thor Agena B,328/1115,-,V,75-3-4,-,-,AFSSD,OS,VCR,NA,NA
1961 A GAM,1961 Oct 13 1922,1961 A GAM,PX-RT--,SRV 555,SRV,A00137,Thor Agena B,328/1115,-,V,75-3-4,-,-,AFSSD,OS,VCR,NA,NA
1961 A GAM,1961 Oct 13 1922,1961 A GAM 1,PXAS,TOPSOC 3,AFTRACK 15 (TOPSOC),A08417,Thor Agena B,328/1115,-,V,75-3-4,-,-,AFSSD,OS,VCR,NA,NA
1961 A DEL,1961 Oct 21 1353:03,1961 A DEL 1,P A,Midas 4,Midas ETS-II F2,S00192,Atlas Agena,105D/1202,-,PA,LC1-2,-,-,AFSSD,OS,VCR,NA,NA
1961 A DEL,1961 Oct 21 1353:03,1961 A DEL 3,PX-S---,West Ford 1 Dispenser,West Ford,S00194,Atlas Agena,105D/1202,-,PA,LC1-2,-,-,AFSSD,OS,VCR,NA,NA
1961 A DEL,1961 Oct 21 1353:03,1961 A DEL 1,PXA,HEPDEX 2,Lockheed Package,A00141,Atlas Agena,105D/1202,-,PA,LC1-2,-,-,AFSSD,OS,VCR,NA,NA
1961-F10,1961 Oct 23 1923,1961-F10,P   F,Discoverer 33,CORONA C'-8,F00170,Thor Agena B,329/1116,-,V,75-3-5,-,-,AFSSD,OF,VCR,NA,NA
1961-F10,1961 Oct 23 1923,1961-F10,PX-RF--,SRV 513,SRV,F00172,Thor Agena B,329/1116,-,V,75-3-5,-,-,AFSSD,OF,VCR,NA,NA
1961-F11,1961 Oct 27 1630,1961-F11,P   F,Kosmos,DS-1 No. 1,F00174,Kosmos,1LK,-,GTsP-4,Mayak-2,-,-,RVSN,OF,AVMDS,14900,1500
1961-F12,1961 Nov  1 1532,1961-F12,P   F,Mercury MS-1,Mercury MS-1,F00176,Blue Scout II,D-8,-,CC,LC18B,-,-,AFSSD,OF,KHR-1,NA,NA
1961 A EPS,1961 Nov  5 2000:30,1961 A EPS 1,P A,Discoverer 34,CORONA C'-9,S00197,Thor Agena B,330/1117,-,V,75-1-1,-,-,AFSSD,OS,VCR,NA,NA
1961 A EPS,1961 Nov  5 2000:30,1961 A EPS,PXFR---,SRV 553,SRV,A00145,Thor Agena B,330/1117,-,V,75-1-1,-,-,AFSSD,OS,VCR,NA,NA
1961 A EPS,1961 Nov  5 2000:30,1961 A EPS 1,PXA,GRD Package,Module 107,A00146,Thor Agena B,330/1117,-,V,75-1-1,-,-,AFSSD,OS,VCR,NA,NA
1961 A EPS,1961 Nov  5 2000:30,1961 A EPS 1,PXA,Vela Hotel Package 3,Vela Hotel B1,A00147,Thor Agena B,330/1117,-,V,75-1-1,-,-,AFSSD,OS,VCR,NA,NA
1961 A EPS,1961 Nov  5 2000:30,1961 A EPS 1,PXAS,TOPSOC 4,AFTRACK 16 (TOPSOC),A08418,Thor Agena B,330/1117,-,V,75-1-1,-,-,AFSSD,OS,VCR,NA,NA
1961 A ZET,1961 Nov 15 2122:46,1961 A ZET 1,P A,Discoverer 35,CORONA C'-10,S00201,Thor Agena B,326/1118,-,V,75-3-4,-,-,AFSSD,OS,VCR,NA,NA
1961 A ZET,1961 Nov 15 2122:46,1961 A ZET,PX-RT--,SRV 523,SRV,A00150,Thor Agena B,326/1118,-,V,75-3-4,-,-,AFSSD,OS,VCR,NA,NA
1961 A ETA,1961 Nov 15 2226,1961 A ETA 1,P,Transit IV-B,Transit 4B,S00202,Thor Ablestar,305/AB009?,-,CC,LC17B,-,-,AFSSD,OS,OneontaStar611116,NA,NA
1961 A ETA,1961 Nov 15 2226,1961 A ETA 2,P,Traac,Traac,S00205,Thor Ablestar,305/AB009?,-,CC,LC17B,-,-,AFSSD,OS,OneontaStar611116,NA,NA
1961 A THE,1961 Nov 18 0812:21,1961 A THE,P,Ranger 2,NASA P-33,S00206,Atlas Agena,117D/6002 (AA2),-,CC,LC12,-,-,MSFC/AFSSD,OF40,WS117L-571,NA,NA
1961-F13,1961 Nov 22 2045:47,1961-F13,P   F,Samos 4,SAMOS E-5 No. 1,F00180,Atlas Agena,108D/2202,-,PA,LC1-1,-,-,AFSSD,OF,VCR,NA,NA
1961 A IOT,1961 Nov 29 1507:57,1961 A IOT 1,PP-H,Mercury MA-5,Mercury SC9,S00208,Atlas D,93D,-,CC,LC14,-,-,AFSSD/STGL,OS,SP-39,NA,NA
1961-F14,1961 Dec 11 0939:02,1961-F14,P   F,Kosmos,Zenit-2 No. 1L,F00182,Vostok,E103-21,-,NIIP-5,LC1,-,-,RVSN,OF,NK96-10-65,8600,4717
1961 A KAP,1961 Dec 12 2040:21,1961 A KAP 1,P A,Discoverer 36,CORONA C'''-5,S00213,Thor Agena B,325/1119,-,V,75-3-4,-,-,AFSSD,OS,VCR,NA,NA
1961 A KAP,1961 Dec 12 2040:21,1961 A KAP 2,P,OSCAR 1,OSCAR 1,S00214,Thor Agena B,325/1119,-,V,75-3-4,-,-,AFSSD,OS,VCR,NA,NA
1961 A KAP,1961 Dec 12 2040:21,1961 A KAP 1,PXA,GRD Package,Module 108?,A00159,Thor Agena B,325/1119,-,V,75-3-4,-,-,AFSSD,OS,VCR,NA,NA
1961 A KAP,1961 Dec 12 2040:21,1961 A KAP 1,PXA,Vela Hotel Package 4,Vela Hotel B2,A00160,Thor Agena B,325/1119,-,V,75-3-4,-,-,AFSSD,OS,VCR,NA,NA
1961 A KAP,1961 Dec 12 2040:21,1961 A KAP,PX-RT--,SRV 525,SRV,A00162,Thor Agena B,325/1119,-,V,75-3-4,-,-,AFSSD,OS,VCR,NA,NA
1961 A KAP,1961 Dec 12 2040:21,1961 A KAP 1,PXAS,GRAPE JUICE 1,AFTRACK 17 (GRAPE JUICE),A08419,Thor Agena B,325/1119,-,V,75-3-4,-,-,AFSSD,OS,VCR,NA,NA
1961-F15,1961 Dec 21 1230,1961-F15,P   F,Kosmos,DS-1 No. 2,F00185,Kosmos,2LK,-,GTsP-4,Mayak-2,-,-,RVSN,OF,AVMDS,14900,1500
1961 A LAM,1961 Dec 22 1912:33,1961 A LAM 2,PXA,S.T. LOW,AFTRACK 18 (S.T. LOW),S00218,Atlas Agena,114D/2203,-,PA,LC1-2,-,-,AFSSD,OS,VCR,NA,NA
1961 A LAM,1961 Dec 22 1912:33,1961 A LAM 3,P,Samos 5,SAMOS E-5 No. 2,S00219,Atlas Agena,114D/2203,-,PA,LC1-2,-,-,AFSSD,OS,VCR,NA,NA
1962-F01,1962 Jan 13 2141:02,1962-F01,P   F,Discoverer 37,CORONA C'''-6,F00187,Thor Agena B,327/1120,-,V,75-3-4,-,-,AFSSD,OF,VCR,NA,NA
1962-F01,1962 Jan 13 2141:02,1962-F01,PX-RF--,SRV 571,SRV,F00189,Thor Agena B,327/1120,-,V,75-3-4,-,-,AFSSD,OF,VCR,NA,NA
1962-F01,1962 Jan 13 2141:02,1962-F01,PXA F,LPARL Aurora 1962a,Module 109?,F00190,Thor Agena B,327/1120,-,V,75-3-4,-,-,AFSSD,OF,VCR,NA,NA
1962-F01,1962 Jan 13 2141:02,1962-F01,PXA F,TAKI,AFTRACK 19 (TAKI),F01465,Thor Agena B,327/1120,-,V,75-3-4,-,-,AFSSD,OF,VCR,NA,NA
1962-F02,1962 Jan 24 0930,1962-F02,P   F,SR 4,GRAB SV4,F00192,Thor Ablestar,311/AB010,-,CC,LC17B,-,-,AFSSD,OF,FI620405-527,NA,NA
1962-F02,1962 Jan 24 0930,1962-F02,P   F,Lofti II,Lofti 2,F00193,Thor Ablestar,311/AB010,-,CC,LC17B,-,-,AFSSD,OF,FI620405-527,NA,NA
1962-F02,1962 Jan 24 0930,1962-F02,P   F,SECOR,Secor I S/N 1 (TR-17),F00194,Thor Ablestar,311/AB010,-,CC,LC17B,-,-,AFSSD,OF,FI620405-527,NA,NA
1962-F02,1962 Jan 24 0930,1962-F02,P   F,Injun II,Injun 2,F00195,Thor Ablestar,311/AB010,-,CC,LC17B,-,-,AFSSD,OF,FI620405-527,NA,NA
1962-F02,1962 Jan 24 0930,1962-F02,P   F,SURCAL 1,SURCAL,F00196,Thor Ablestar,311/AB010,-,CC,LC17B,-,-,AFSSD,OF,FI620405-527,NA,NA
1962 ALP,1962 Jan 26 2030:11,1962 ALP 1,P   D,Ranger 3,NASA P-34,S00221,Atlas Agena,121D/6003 (AA3),-,CC,LC12,-,-,MSFC/AFSSD,DS,KHR-1,NA,NA
1962 ALP,1962 Jan 26 2030:11,1962 ALP,PXARD--,Ranger Capsule 12,Ranger Capsule 12,A00165,Atlas Agena,121D/6003 (AA3),-,CC,LC12,-,-,MSFC/AFSSD,DS,KHR-1,NA,NA
1962 BET,1962 Feb  8 1243:45,1962 BET 1,P,Tiros 4,NASA A-9,S00226,Thor Delta,317/D007,-,CC,LC17A,-,-,GSFC,OS,TR-1022,NA,NA
1962 GAM,1962 Feb 20 1447:39,1962 GAM 1,PH H,Friendship Seven,Mercury SC13,S00240,Atlas D,109D,-,CC,LC14,-,-,AFSSD/STGL,OS,KHR-1,NA,NA
1962 DEL,1962 Feb 21 1844,1962 DEL,P A,FTV 2301,Project 102 Group 0-D,S00242,Thor Agena B,332/2301,-,V,75-3-5,-,-,AFSSD,OS,VCR,NA,NA
1962 EPS,1962 Feb 27 1939:20,1962 EPS 1,P A,Discoverer 38,CORONA M-1,S00247,Thor Agena B,241/1123,-,V,75-3-4,-,-,AFSSD,OS,VCR,NA,NA
1962 EPS,1962 Feb 27 1939:20,1962 EPS 1,PXA,LPARL Aurora 1962b,Module 110?,A00172,Thor Agena B,241/1123,-,V,75-3-4,-,-,AFSSD,OS,VCR,NA,NA
1962 EPS,1962 Feb 27 1939:20,1962 EPS,PX-RT--,SRV 581,SRV,A00174,Thor Agena B,241/1123,-,V,75-3-4,-,-,AFSSD,OS,VCR,NA,NA
1962 EPS,1962 Feb 27 1939:20,1962 EPS 1,PXAS,WILD BILL 1,AFTRACK 20 (WILD BILL),A08421,Thor Agena B,241/1123,-,V,75-3-4,-,-,AFSSD,OS,VCR,NA,NA
1962 ZET,1962 Mar  7 1606:18,1962 ZET 1,P,OSO 1,NASA S-16,S00255,Thor Delta,301/D008,-,CC,LC17A,-,-,GSFC,OS,TR-1022,NA,NA
1962 ETA,1962 Mar  7 2210:31,1962 ETA 1,P,Samos 6,SAMOS E-5 No. 3,S00256,Atlas Agena,112D/2204,-,PA,LC1-2,-,-,AFSSD,OS,VCR,NA,NA
1962 ETA,1962 Mar  7 2210:31,1962 ETA 3,PXA,S.T. LOW,AFTRACK 21 (S.T. LOW),S00259,Atlas Agena,112D/2204,-,PA,LC1-2,-,-,AFSSD,OS,VCR,NA,NA
1962 THE,1962 Mar 16 1159,1962 THE 1,P,Kosmos-1,DS-2 No. 1,S00266,Kosmos,6LK,-,GTsP-4,Mayak-2,-,-,RVSN,OS,AVMDS,14900,1500
1962 IOT,1962 Apr  6 1715,1962 IOT 1,P,Kosmos-2,1MS No. 1,S00269,Kosmos,5LK,-,GTsP-4,Mayak-2,-,-,RVSN,OS,NK9707-75,14900,1500
1962 KAP,1962 Apr  9 1504:48,1962 KAP 1,P A,Midas 5,Midas ETS-II F3,S00271,Atlas Agena,110D/1203,-,PA,LC1-2,-,-,AFSSD,OS,VCR,NA,NA
1962 KAP,1962 Apr  9 1504:48,1962 KAP 7,PX S,West Ford 2 Dispenser,West Ford Drag dispenser,S18603,Atlas Agena,110D/1203,-,PA,LC1-2,-,-,AFSSD,OS,VCR,NA,NA
1962 KAP,1962 Apr  9 1504:48,1962 KAP 1,PXA,HEPDEX 3,Lockheed Package,A00179,Atlas Agena,110D/1203,-,PA,LC1-2,-,-,AFSSD,OS,VCR,NA,NA
1962 LAM,1962 Apr 18 0053:47,1962 LAM 1,P A,Discoverer 39,CORONA M-2,S00276,Thor Agena B,331/1124,-,V,75-3-5,-,-,AFSSD,OS,VCR,NA,NA
1962 LAM,1962 Apr 18 0053:47,1962 LAM 1,PXA,GRD Package,Module 111?,A00184,Thor Agena B,331/1124,-,V,75-3-5,-,-,AFSSD,OS,VCR,NA,NA
1962 LAM,1962 Apr 18 0053:47,1962 LAM,PX-RT--,SRV 584,SRV,A00186,Thor Agena B,331/1124,-,V,75-3-5,-,-,AFSSD,OS,VCR,NA,NA
1962 LAM,1962 Apr 18 0053:47,1962 LAM 1,PXAS,GRAPE JUICE 2,AFTRACK 22 (GRAPE JUICE),A08423,Thor Agena B,331/1124,-,V,75-3-5,-,-,AFSSD,OS,VCR,NA,NA
1962 MU,1962 Apr 23 2050,1962 MU 1,P   D,Ranger 4,RA-4,S00280,Atlas Agena,133D/6004 (AA4),-,CC,LC12,-,-,MSFC/AFSSD,DS,KHR-1,NA,NA
1962 MU,1962 Apr 23 2050,1962 MU,PXARD--,Ranger Capsule 13,Ranger Capsule 13,A00188,Atlas Agena,133D/6004 (AA4),-,CC,LC12,-,-,MSFC/AFSSD,DS,KHR-1,NA,NA
1962 NU,1962 Apr 24 0400,1962 NU 1,P,Kosmos-3,2MS No. 1,S00281,Kosmos,4LK,-,GTsP-4,Mayak-2,-,-,RVSN,OS,NK9709-63,14900,1500
1962 XI,1962 Apr 26 1002,1962 XI 1,P,Kosmos-4,Zenit-2 No. 2L,S00287,Vostok,E103-20,-,NIIP-5,LC1,-,-,RVSN,OS,NK96-10-65,8600,4717
1962-F03,1962 Apr 26 1049,1962-F03,P --F-X,SR 4B,GRAB SV5,F00198,Scout,S111,-,PA,LC-D,-,-,AFSSD,OF,NROC-HIST,118500,122
1962 OMI,1962 Apr 26 1800:16,1962 OMI 1,P,Ariel 1,UK 1,S00285,Thor Delta,320/D009,-,CC,LC17A,-,-,GSFC,OS,TR-1022,NA,NA
1962 PI,1962 Apr 26 1856:08,1962 PI,P A,FTV 2401,SAMOS E-6 No. 1,S00286,Atlas Agena,118D/2401,-,PA,LC1-1,-,-,AFSSD,OS,VCR,NA,NA
1962 PI,1962 Apr 26 1856:08,1962 PI,PX-RR--,FTV 2401 RV,E-6 RV,A00193,Atlas Agena,118D/2401,-,PA,LC1-1,-,-,AFSSD,OS,VCR,NA,NA
1962 RHO,1962 Apr 29 0030:12,1962 RHO 1,P A,FTV 1125,CORONA M-3,S00290,Thor Agena B,333/1125,-,V,75-3-4,-,-,AFSSD,OS,VCR,NA,NA
1962 RHO,1962 Apr 29 0030:12,1962 RHO 1,PXA,GRD Package,Module 112?,A00195,Thor Agena B,333/1125,-,V,75-3-4,-,-,AFSSD,OS,VCR,NA,NA
1962 RHO,1962 Apr 29 0030:12,1962 RHO,PX-RT--,SRV 586,SRV,A00198,Thor Agena B,333/1125,-,V,75-3-4,-,-,AFSSD,OS,VCR,NA,NA
1962-F04,1962 May 10 1206,1962-F04,P --F-X,ANNA 1A,ANNA 1A,F00200,Thor Ablestar,314/AB011,-,CC,LC17B,-,-,AFSSD,OF,Gatland1,NA,NA
1962 SIG,1962 May 15 1936,1962 SIG 1,P A,FTV 1126,ARGON 5,S00292,Thor Agena B,334/1126,-,V,75-3-5,-,-,AFSSD,OS,VCR,NA,NA
1962 SIG,1962 May 15 1936,1962 SIG 1,PXA,Aerospace Corp Package,UV Radiometer,A00203,Thor Agena B,334/1126,-,V,75-3-5,-,-,AFSSD,OS,VCR,NA,NA
1962 SIG,1962 May 15 1936,1962 SIG,PX-RT--,SRV 582,SRV,A00205,Thor Agena B,334/1126,-,V,75-3-5,-,-,AFSSD,OS,VCR,NA,NA
1962-F05,1962 May 24,1962-F05,P --F-X,FTV 3501,FTV 3501,F00202,Scout,S112,-,PA,LC-D,-,-,AFSSD,OF,VAFB,118500,122
1962 TAU,1962 May 24 1245:16,1962 TAU 1,PH H,Aurora Seven,Mercury SC18,S00295,Atlas D,107D,-,CC,LC14,-,-,AFSSD/STGL,OS,KHR-1,NA,NA
1962 TAU,1962 May 24 1245:16,1962 TAU,PXAS---,MA-7 Balloon Subsatellite,MA-7 Balloon Subsatellite,A00209,Atlas D,107D,-,CC,LC14,-,-,AFSSD/STGL,OS,KHR-1,NA,NA
1962 UPS,1962 May 28 0300,1962 UPS 1,P,Kosmos-5,2MS No. 2,S00297,Kosmos,3LK,-,GTsP-4,Mayak-2,-,-,RVSN,OS,NK9711-45,14900,1500
